time,longitude,latitude,oxygen_temperature_frozen_test,pco2_water_temperature_global_range_test,pco2_temperature,pco2_temperature,pco2_air_temperature,air_temperature,inlet_temperature_frozen_test,pco2_temperature_global_range_test,pco2_water_temperature,rtqc_temperature_difference_test,pco2_water_temperature_frozen_test,pco2_temperature_frozen_test,ctd_temperature_frozen_test,pco2_air_temperature,pco2_water_temperature_frozen_test,pco2_water_temperature,pco2_temperature_frozen_test,pco2_air_temperature_global_range_test,pco2_air_temperature_global_range_test,oxygen_temperature,inlet_temperature,inlet_temperature_global_range_test,water_temperature,ctd_temperature_global_range_test,pco2_water_temperature_global_range_test,pco2_air_temperature_frozen_test,ctd_temperature,pco2_air_temperature_frozen_test,pco2_temperature_global_range_test,temperature,oxygen_temperature_global_range_test
2018-02-05 11:16:48,10.3197,63.4573,1.0,1,5.464241877335005,5.365394446107604,13.744118231198101,13.7,1.0,1,10.6393852433947,1,-1.0,1.0,1.0,13.74201303869075,-1.0,10.63688429027785,1,1,1,6.27622875678725,5.364442500528876,1,10.9,1,1,-1,5.990677766024964,-1.0,1,5.72041666666667,1
2018-02-05 21:17:23,11.5544,65.0155,0.0,1,5.71391434961778,5.05706552777221,13.41851252095725,13.7,0.0,1,10.14849314282154,1,-1.0,0.0,0.0,13.7249599560456,-1.0,10.525578396507,1,1,1,6.00409858532272,5.056416489832005,1,10.9,1,1,-1,5.70522771883289,-1.0,1,5.72041666666667,1
2018-02-06 07:18:02,13.2263,66.7486,-1.0,1,5.200971478464885,4.44795249901391,12.82641897521755,13.7,-1.0,1,9.43561714555213,1,0.0,-1.0,-1.0,13.08644116523465,-1.0,9.90957002017705,1,1,1,5.386189102564099,4.446873846153846,1,10.9,1,1,-1,5.09675003205128,-1.0,1,5.72041666666667,1
2018-02-06 17:18:31,13.9494,67.9798,0.0,1,4.253081154368285,4.058063565535475,12.313628928345,13.04,0.0,1,8.845267752115909,1,1.0,0.0,0.0,12.2650984907664,0.0,8.939634419938514,1,1,1,4.967740384615385,4.056819627791565,1,9.39,1,1,-1,4.694150486972704,-1.0,1,4.228088333333335,1
2018-02-07 03:19:00,15.6395,68.9666,1.0,1,3.80014372571181,3.8001437257118047,11.9984795654603,12.38,1.0,1,8.604070859920544,1,0.0,1.0,1.0,11.99847956546035,0.0,8.604070859920535,1,1,1,4.6927225274725295,3.80039248493442,1,7.88,1,1,-1,4.424767808401275,-1.0,1,2.73576,1
2018-02-07 13:19:29,18.9629,69.6484,1.0,1,4.1862488589695594,4.1862488589695594,12.11633524787835,12.38,1.0,1,8.99075634005947,1,-1.0,1.0,1.0,12.1163352478784,-1.0,8.99075634005947,1,1,1,5.02428478756772,4.187480581693755,1,7.88,1,1,-1,4.7777069895922395,-1.0,1,2.73576,1
2018-02-07 23:19:59,21.5038,70.3342,0.0,1,4.3154516748278855,4.3154516748278855,12.37259244833605,12.38,0.0,1,9.18810897062598,1,-1.0,0.0,0.0,12.37259244833605,-1.0,9.18810897062599,0,1,1,5.170258289871866,4.3154828858412255,1,7.88,1,1,-1,4.91722478913141,-1.0,1,2.73576,1
2018-02-08 09:20:30,25.4532,70.9593,-1.0,1,3.912096240731405,3.912096240731405,11.93079327549375,12.38,-1.0,1,8.72715890762341,1,-1.0,-1.0,-1.0,11.93079327549375,-1.0,8.72715890762342,-1,1,1,4.778297626293365,3.910479123554475,1,7.88,1,1,-1,4.52319707851491,-1.0,1,2.73576,1
2018-02-08 19:21:00,28.2304,71.1255,0.0,1,3.59239135576796,3.59239135576796,11.415490914578701,12.38,0.0,1,8.34144615801344,1,-1.0,0.0,0.0,11.415490914578701,-1.0,8.341446158013444,0,1,1,4.439760459392945,3.59176905543185,1,7.88,1,1,-1,4.19473525723661,-1.0,1,2.73576,1
2018-02-09 05:21:31,29.865,70.0398,1.0,1,3.5946817367462396,3.5946817367462396,11.4741144773337,12.257857142857151,1.0,1,8.437215298892635,1,-1.0,1.0,1.0,11.4741144773337,-1.0,8.437215298892635,1,1,1,4.42230195283714,3.59489356774397,1,8.375714285714285,1,1,-1,4.1816627276555405,-1.0,1,3.3378192857142848,1
2018-02-09 15:22:01,31.1047,70.3744,1.0,1,3.78821386170368,4.0151036267907205,11.58141310591355,12.1357142857143,1.0,1,8.75283956098982,1,-1.0,1.0,1.0,11.5516347517706,-1.0,8.62871631206104,1,1,1,4.776179962179575,4.01454256548536,1,8.87142857142857,1,1,-1,4.56017931432974,-1.0,1,3.93987857142857,1
2018-02-10 01:22:31,27.1959,70.9996,0.0,1,3.78821386170368,4.328248228529505,11.98488615907145,12.1357142857143,0.0,1,9.135973154135035,1,-1.0,0.0,0.0,11.5516347517706,-1.0,8.62871631206104,1,1,1,5.107862081662709,4.32760587308731,1,8.87142857142857,1,1,-1,4.8832101710171045,-1.0,1,3.93987857142857,1
2018-02-10 11:23:01,23.6816,70.665,-1.0,1,3.6270048729599846,3.966145908090195,12.116999264383349,12.1357142857143,0.0,1,9.137037933912719,1,-1.0,0.0,0.0,11.690454780464151,-1.0,8.687176222185965,1,1,1,4.808994810926874,3.966053107479425,1,8.87142857142857,1,1,-1,4.556925751520936,-1.0,1,3.93987857142857,1
2018-02-10 21:23:32,19.4902,69.8148,0.0,1,3.9356421210289296,3.9616385544203547,12.053689227497848,12.1357142857143,1.0,1,9.383100106310815,1,0.0,1.0,1.0,12.03061779673655,0.0,9.316371987729276,1,1,1,4.782024805102765,3.9621357370659105,1,8.87142857142857,1,1,-1,4.53566745216159,-1.0,1,3.93987857142857,1
2018-02-11 07:24:00,16.5493,68.7992,1.0,1,4.62511123410315,4.62511123410315,12.157979266034449,12.36785714285715,1.0,1,9.721712705354431,1,0.0,1.0,1.0,12.157979266034449,0.0,9.72171270535442,1,1,1,5.37840096798213,4.624625930752045,1,9.485714285714284,1,1,-1,5.1584315897245,-1.0,1,4.607639285714285,1
2018-02-12 08:10:39,13.0689,66.6051,1.0,1,5.143468003967035,5.143468003967035,12.624358235758901,12.6,1.0,1,9.964445517616099,1,-1.0,1.0,1.0,12.62435823575885,-1.0,9.96444551761609,1,1,1,5.887547508210311,5.14297718649364,1,10.1,1,1,-1,5.6705067675286145,-1.0,1,5.2754,1
2018-02-12 18:10:58,11.7098,65.0475,1.0,1,5.360359195570145,5.360359195570145,13.0035034955295,12.75,1.0,1,10.4136080236567,1,-1.0,1.0,1.0,13.00350349552945,-1.0,10.4136080236567,1,1,1,6.0941554115261205,5.359437802077065,1,10.4090909090909,1,1,-1,5.88376521124209,-1.0,1,5.12930909090909,1
2018-02-13 04:11:38,9.9023,63.5108,0.3333333333333333,1,5.27851649357095,5.27851649357095,12.8422882672947,12.9,0.3333333333333333,1,10.4546425796424,1,-1.0,0.3333333333333333,0.3333333333333333,12.8422882672947,-1.0,10.4546425796424,1,1,1,6.143429294674543,5.363629370917046,1,10.7181818181818,1,1,-1,5.923549442442396,-1.0,1,4.98321818181818,1
2018-02-16 08:10:09,10.4067,63.442,-1.0,1,5.27851649357095,5.701282830114145,12.9625456487991,12.9,-1.0,1,10.28055045648865,1,-1.0,-1.0,-1.0,12.8422882672947,-1.0,10.4546425796424,1,1,1,6.323770023544364,5.44872948173506,1,10.7181818181818,1,1,-1,6.070489711978735,-1.0,1,4.98321818181818,1
2018-02-16 18:10:39,10.7061,64.6322,0.0,1,5.27851649357095,5.275363912134974,12.7327570958462,12.9,0.0,1,9.639249151586265,1,-1.0,0.0,0.0,12.8422882672947,-1.0,10.4546425796424,1,1,1,5.765318032273225,4.893473223912785,1,10.7181818181818,1,1,-1,5.515292221525925,-1.0,1,4.98321818181818,1
2018-02-17 04:11:10,12.9616,66.1705,1.0,1,5.27851649357095,4.12059525944197,12.53273335847115,12.9,1.0,1,9.21238109602875,1,-1.0,1.0,1.0,12.8422882672947,-1.0,10.4546425796424,1,1,1,5.08554871794872,4.120803529411765,1,10.7181818181818,1,1,-1,4.8007997435897405,-1.0,1,4.98321818181818,1
2018-02-17 14:11:40,14.3917,67.2895,1.0,1,5.27851649357095,3.6785199104083,12.24025628244925,12.9,1.0,1,8.85929724818306,1,-1.0,0.0,1.0,12.8422882672947,-1.0,10.4546425796424,1,1,1,4.76254741100324,3.827821019417475,1,10.7181818181818,1,1,-1,4.482258948220065,-1.0,1,4.98321818181818,1
